condition,target,horizon,benchmark,n_triggers,n_baseline_days,trigger_rate_pct,effective_independent_n,mean_return_pct,baseline_return_pct,lift_pct,hit_rate_pct,baseline_hit_rate_pct,mean_tradable_pct,t_stat,p_value,below_inference_floor,min_detectable_effect_pct,underpowered,note,in_sample_lift_pct,oos_lift_pct,oos_n_triggers,sign_held_oos,family,family_size,family_untestable_rows,alpha,bonferroni_threshold,survives_bonferroni,survives_bh_fdr,expected_false_positives_at_alpha,n_nominally_significant,family_max_abs_t,family_null_p,family_null_max_abs_t_p95,generated_at
XLI:top1_of_peers_5d,XLI,5,SPY,6,549,1.092896174863388,5,0.2036722583212839,0.018751757059822315,0.18492050126146167,83.33333333333334,51.001821493624774,0.2722324792155376,0.2909933965170022,0.785521349215299,False,1.7793441697631098,True,,0.7830330020211977,-1.023342059410513,2,False,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524920+00:00
XLI:top10pct_5d_return AND next-session-is-Friday,XLI,1,SPY,10,553,1.8083182640144666,10,0.12619248962501772,0.0025044457372161728,0.12368804388780152,50.0,49.728752260397826,0.10312286115856882,0.6262710456809691,0.5466906715406943,False,0.5529978198325771,True,,-0.05979354179126137,0.3076460870826903,5,True,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524928+00:00
XLP:top10pct_5d_return,XLP,1,SPY,69,550,12.545454545454545,69,-0.046063024492757634,-0.041804599724363074,-0.004258424768394607,44.927536231884055,43.45454545454545,-0.06005379185288247,-0.025100436186509895,0.9800483671221183,False,0.4750351453220233,False,,0.18575706369954795,-0.1933093593815228,35,True,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524937+00:00
XLP:top1_of_peers_5d,XLP,1,SPY,30,550,5.454545454545454,30,-0.40023152621421904,-0.041804599724363074,-0.35842692648985613,33.33333333333333,43.45454545454545,-0.3751293735187207,-1.3073695974552635,0.2013582116288356,False,0.7676447395786552,False,,-0.4804127952889327,-0.06650310365861122,9,True,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524946+00:00
XLP:top10pct_5d_return,XLP,5,SPY,69,546,12.637362637362637,29,-0.36523397491464604,-0.1945416045190641,-0.170692370395582,39.130434782608695,43.40659340659341,-0.3783035303108699,-0.30724361043026266,0.7609315408800954,False,1.5555690041473158,False,,0.7497058792144484,-1.0920442729193487,35,True,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524955+00:00
XLP:top1_of_peers_5d,XLP,5,SPY,30,546,5.4945054945054945,14,0.310724947622079,-0.1945416045190641,0.5052665521411428,46.666666666666664,43.40659340659341,0.3491438343527061,0.6915426974623797,0.5013886860051531,False,2.045783074836334,False,,0.6716597711848676,0.15789951127087493,9,True,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524965+00:00
XLP:top10pct_5d_return AND next-session-is-Friday,XLP,1,SPY,16,550,2.909090909090909,16,-0.08665607347802459,-0.041804599724363074,-0.04485147375366153,43.75,43.45454545454545,-0.11344667586584492,-0.20407051753427147,0.8410413104873722,False,0.6153957368641543,True,,0.4116005813199822,-0.4060055973579397,9,True,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524985+00:00
XLRE:top10pct_5d_return,XLRE,1,SPY,37,550,6.7272727272727275,37,-0.05333989319287611,-0.028090706917402966,-0.02524918627547319,48.64864864864865,48.90909090909091,-0.03000359928787915,-0.13673291904770443,0.8920037307743935,False,0.5170497497143272,False,,-0.010998669034223422,-0.026771897791078355,25,True,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524995+00:00
XLRE:top1_of_peers_5d,XLRE,1,SPY,27,550,4.909090909090909,27,-0.0016580967988593183,-0.028090706917402966,0.026432610118543646,51.85185185185185,48.90909090909091,0.03532041488016767,0.2233557479491246,0.8250042521459398,False,0.3313606612388606,False,,0.03697075364707022,-0.056626232683104585,4,False,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.525004+00:00
XLRE:top10pct_5d_return,XLRE,5,SPY,37,546,6.7765567765567765,18,-0.9253896715443393,-0.14074754581238205,-0.7846421257319572,24.324324324324326,44.68864468864469,-0.9035521926294948,-1.4480521485085205,0.1657947105858668,False,1.5172091380219745,False,,-0.6733604439739322,-0.8088175731796061,25,True,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.525013+00:00
XLRE:top1_of_peers_5d,XLRE,5,SPY,27,546,4.945054945054945,13,0.10021183616809469,-0.14074754581238205,0.24095938198047678,48.148148148148145,44.68864468864469,0.13671028618322895,0.42124272890563413,0.6810246546195723,False,1.6016567723272837,False,,0.34437983349284873,-0.4731888640678316,4,False,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.525022+00:00
