condition,target,horizon,benchmark,n_triggers,n_baseline_days,trigger_rate_pct,effective_independent_n,mean_return_pct,baseline_return_pct,lift_pct,hit_rate_pct,baseline_hit_rate_pct,mean_tradable_pct,t_stat,p_value,below_inference_floor,min_detectable_effect_pct,underpowered,note,in_sample_lift_pct,oos_lift_pct,oos_n_triggers,sign_held_oos,family,family_size,family_untestable_rows,alpha,bonferroni_threshold,survives_bonferroni,survives_bh_fdr,expected_false_positives_at_alpha,n_nominally_significant,family_max_abs_t,family_null_p,family_null_max_abs_t_p95,generated_at
dow=Fri,XLF,1,SPY,110,553,19.89150090415913,110,-0.06589603578434129,-0.0024686806051697867,-0.06342735517917153,41.81818181818181,49.186256781193485,-0.007581952816497358,-0.857896454572955,0.39283210708040894,False,0.2070140208122023,False,,-0.014430010480316667,-0.14041947990078057,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338705+00:00
dow=Mon,XLI,1,SPY,107,553,19.349005424954793,107,-0.015538802480185923,0.0025044457372161728,-0.01804324821740211,45.794392523364486,49.728752260397826,-0.01932629500484546,-0.2777097874973921,0.7817760686619314,False,0.18192046979691107,False,,-0.03097668133937772,0.0012196894089552565,43,False,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338712+00:00
dow=Tue,XLI,1,SPY,115,553,20.795660036166364,115,-0.08001620626708753,0.0025044457372161728,-0.08252065200430367,51.30434782608696,49.728752260397826,-0.13993952055454356,-1.3168413806350552,0.1905328423674466,False,0.17546367315752268,False,,-0.06671236562029004,-0.10623093537529799,46,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338719+00:00
dow=Wed,XLI,1,SPY,113,553,20.43399638336347,113,0.12317016056005413,0.0025044457372161728,0.12066571482283793,52.21238938053098,49.728752260397826,0.10913239469864829,1.54037670232885,0.12628919619859824,False,0.2193385559474768,False,,0.06476268405377415,0.20213308508809186,46,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338728+00:00
dow=Thu,XLI,1,SPY,108,553,19.529837251356238,108,0.0316595453044359,0.0025044457372161728,0.02915509956721972,50.92592592592593,49.728752260397826,-0.016488170300767106,0.5715635409719684,0.5688164065348718,False,0.1428262527896594,False,,0.030298327855065737,0.027418079492692628,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338735+00:00
dow=Fri,XLI,1,SPY,110,553,19.89150090415913,110,-0.04625440870354264,0.0025044457372161728,-0.04875885444075882,48.18181818181818,49.728752260397826,-0.06745584277511334,-0.978455639973384,0.33001569361629124,False,0.13953089629882298,False,,0.004136861064746762,-0.13123076626882269,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338742+00:00
dow=Mon,XLP,1,SPY,106,550,19.272727272727273,106,0.013250415139656798,-0.041804599724363074,0.05505501486401985,46.22641509433962,43.45454545454545,-0.013208711703423956,0.5260095651504458,0.5999908025488796,False,0.2930631909234682,False,,0.006549611973514275,0.12591762480220062,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338749+00:00
dow=Tue,XLP,1,SPY,114,550,20.727272727272727,114,-0.2353218026502014,-0.041804599724363074,-0.19351720292583838,40.35087719298245,43.45454545454545,-0.055296056891731685,-1.5957617075423995,0.11333502704108733,False,0.33955456233301706,False,,-0.29209817701344576,-0.047878801052986183,46,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338757+00:00
dow=Wed,XLP,1,SPY,112,550,20.363636363636363,112,0.09282073313004527,-0.041804599724363074,0.13462533285440834,47.32142857142857,43.45454545454545,0.19357424650230462,1.0637194520167017,0.28976441623937377,False,0.35437062965961885,False,,0.19603309043356812,0.046053295115780456,46,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338765+00:00
dow=Thu,XLP,1,SPY,108,550,19.636363636363637,108,0.18523651619869505,-0.041804599724363074,0.2270411159230581,48.148148148148145,43.45454545454545,0.10974255863025915,2.1922812262093427,0.03052551796712954,False,0.2899788206843211,False,,0.20249645309881958,0.2643415092430965,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338771+00:00
dow=Fri,XLP,1,SPY,110,550,20.0,110,-0.25428958373731353,-0.041804599724363074,-0.21248498401295043,35.45454545454545,43.45454545454545,-0.17792966772325872,-1.9177010493422892,0.05776595341181529,False,0.3102454136114245,False,,-0.09925974533516221,-0.3883062672287512,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338779+00:00
dow=Mon,XLRE,1,SPY,106,550,19.272727272727273,106,0.05547987098617333,-0.028090706917402966,0.08357057790357632,50.943396226415096,48.90909090909091,0.017804954317799507,0.847880199541343,0.3984333403950513,False,0.2759795761908271,False,,0.07123218426459758,0.10177202205126873,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338785+00:00
dow=Tue,XLRE,1,SPY,114,550,20.727272727272727,114,-0.31206027566975425,-0.028090706917402966,-0.28396956875235124,34.21052631578947,48.90909090909091,-0.192139990783892,-2.635300443487132,0.00958655564976569,False,0.30171694254885667,False,,-0.30292088409626017,-0.25589961290777613,46,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338792+00:00
dow=Wed,XLRE,1,SPY,112,550,20.363636363636363,112,0.07627957231410813,-0.028090706917402966,0.10437027923151114,50.89285714285714,48.90909090909091,0.08232351105327462,0.9735912126627303,0.33237646626625283,False,0.3001637422845838,False,,0.012563967256316744,0.2363765529257461,46,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338798+00:00
dow=Thu,XLRE,1,SPY,108,550,19.636363636363637,108,0.20988549500981935,-0.028090706917402966,0.2379762019272224,61.111111111111114,48.90909090909091,0.0620968806812863,2.7338650340299973,0.007326819397632324,False,0.24373308744286437,False,,0.2470784818495741,0.22409600727687154,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338805+00:00
dow=Fri,XLRE,1,SPY,110,550,20.0,110,-0.1542439023908602,-0.028090706917402966,-0.1261531954734573,48.18181818181818,48.90909090909091,-0.053692342475922306,-1.2992139147300599,0.1966119202286759,False,0.271878974910049,False,,-0.011616875362137008,-0.3049828953938758,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338811+00:00
dow=Mon,XLU,1,SPY,107,553,19.349005424954793,107,0.009223024217634906,-0.016904061540433335,0.026127085758068297,48.598130841121495,48.64376130198915,-0.030040959457212045,0.25407482747027593,0.799929951015894,False,0.2879302953817796,False,,-0.07093433327164726,0.17113863332268903,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338818+00:00
dow=Tue,XLU,1,SPY,115,553,20.795660036166364,115,-0.21319692378581928,-0.016904061540433335,-0.19629286224538595,45.21739130434783,48.64376130198915,-0.20834620376980606,-1.7156094582496118,0.08895016186168248,False,0.32036429482490875,False,,-0.16038312654188006,-0.2500682016817929,46,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338825+00:00
dow=Wed,XLU,1,SPY,113,553,20.43399638336347,113,0.24298876291409063,-0.016904061540433335,0.25989282445452405,53.98230088495575,48.64376130198915,0.19993413836668678,2.2105537578424856,0.029099419326016517,False,0.3291934909481265,False,,0.1631068677492892,0.4026683620585022,46,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338831+00:00
dow=Thu,XLU,1,SPY,108,553,19.529837251356238,108,0.14218200146192025,-0.016904061540433335,0.15908606300235367,53.70370370370371,48.64376130198915,0.02507772485488671,1.3590428225584499,0.1769907412069115,False,0.3277608100442565,False,,0.2748317004097367,-0.016247784547310247,43,False,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338839+00:00
dow=Fri,XLU,1,SPY,110,553,19.89150090415913,110,-0.2602777250450634,-0.016904061540433335,-0.24337366350463,41.81818181818181,48.64376130198915,-0.252983109695305,-2.2379954043045744,0.027254293353688397,False,0.30448956977403346,False,,-0.19680578515015104,-0.31813753196906797,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338846+00:00
dow=Mon,XLV,1,SPY,107,553,19.349005424954793,107,-0.014753034817625998,-0.037444207131545046,0.02269117231391902,48.598130841121495,47.19710669077758,-0.027570950976322634,0.20792338107874733,0.8356877589549676,False,0.30557064890605246,False,,-0.04968545256251976,0.1299821290843539,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338854+00:00
