ticker,sector,benchmark,notes,size_bucket
TRIP,Communication Services,IJR,sp600_auto,small
TRMK,Financials,IJR,sp600_auto,small
TRN,Industrials,IJR,sp600_auto,small
TRNO,Real Estate,IJR,sp600_auto,small
TRST,Financials,IJR,sp600_auto,small
TRUP,Financials,IJR,sp600_auto,small
UA,Consumer Discretionary,IJR,sp600_auto,small
UAA,Consumer Discretionary,IJR,sp600_auto,small
UCB,Financials,IJR,sp600_auto,small
UCTT,Semiconductors,IJR,sp600_auto,small
UE,Real Estate,IJR,sp600_auto,small
UFCS,Financials,IJR,sp600_auto,small
UFPT,Health Care,IJR,sp600_auto,small
UNF,Industrials,IJR,sp600_auto,small
UNFI,Consumer Staples,IJR,sp600_auto,small
UNIT,Communication Services,IJR,sp600_auto,small
UPBD,Consumer Discretionary,IJR,sp600_auto,small
UPWK,Industrials,IJR,sp600_auto,small
URBN,Consumer Discretionary,IJR,sp600_auto,small
USLM,Materials,IJR,sp600_auto,small
USPH,Health Care,IJR,sp600_auto,small
UTI,Consumer Discretionary,IJR,sp600_auto,small
UTL,Utilities,IJR,sp600_auto,small
UVV,Consumer Staples,IJR,sp600_auto,small
VAC,Consumer Discretionary,IJR,sp600_auto,small
VCEL,Health Care,IJR,sp600_auto,small
VCTR,Financials,IJR,sp600_auto,small
VCYT,Health Care,IJR,sp600_auto,small
VECO,Semiconductors,IJR,sp600_auto,small
VGNT,Consumer Discretionary,IJR,sp600_auto,small
VIR,Health Care,IJR,sp600_auto,small
VIRT,Financials,IJR,sp600_auto,small
VRRM,Industrials,IJR,sp600_auto,small
VRTS,Financials,IJR,sp600_auto,small
VSAT,Information Technology,IJR,sp600_auto,small
VSEC,Industrials,IJR,sp600_auto,small
VSH,Information Technology,IJR,sp600_auto,small
VSNT,Communication Services,IJR,sp600_auto,small
VSTS,Industrials,IJR,sp600_auto,small
VSXY,Consumer Discretionary,IJR,sp600_auto,small
VTOL,Energy,IJR,sp600_auto,small
VVX,Industrials,IJR,sp600_auto,small
VYX,Information Technology,IJR,sp600_auto,small
WABC,Financials,IJR,sp600_auto,small
WAFD,Financials,IJR,sp600_auto,small
WAY,Health Care,IJR,sp600_auto,small
WD,Financials,IJR,sp600_auto,small
WDFC,Consumer Staples,IJR,sp600_auto,small
WEN,Consumer Discretionary,IJR,sp600_auto,small
WERN,Industrials,IJR,sp600_auto,small
WGO,Consumer Discretionary,IJR,sp600_auto,small
WHD,Energy,IJR,sp600_auto,small
WINA,Consumer Discretionary,IJR,sp600_auto,small
WKC,Energy,IJR,sp600_auto,small
WLY,Communication Services,IJR,sp600_auto,small
WOR,Industrials,IJR,sp600_auto,small
WRBY,Consumer Discretionary,IJR,sp600_auto,small
WRLD,Financials,IJR,sp600_auto,small
WS,Materials,IJR,sp600_auto,small
WSBC,Financials,IJR,sp600_auto,small
WSC,Industrials,IJR,sp600_auto,small
WSFS,Financials,IJR,sp600_auto,small
WT,Financials,IJR,sp600_auto,small
WU,Financials,IJR,sp600_auto,small
WWW,Consumer Discretionary,IJR,sp600_auto,small
XHR,Real Estate,IJR,sp600_auto,small
XNCR,Health Care,IJR,sp600_auto,small
XPEL,Consumer Discretionary,IJR,sp600_auto,small
YELP,Communication Services,IJR,sp600_auto,small
YOU,Information Technology,IJR,sp600_auto,small
ZD,Communication Services,IJR,sp600_auto,small
ZWS,Industrials,IJR,sp600_auto,small
IJH,Index,SPY,benchmark,
IJR,Index,SPY,benchmark,
SUI,Real Estate,IJH,sp400_auto,mid
